Id,category,type,city,region,size,room_count,bathroom_count,price
12136,Terrains et Fermes,À Vendre,Sfax,Sfax,,,,110.0
5215,Maisons et Villas,À Louer,Tunis,Sidi Hassine,144.0,4.0,1.0,0.32
8910,Terrains et Fermes,À Vendre,Ariana,Sidi Thabet,,,,200.0
18,Appartements,À Louer,Tunis,La Marsa,150.0,3.0,2.0,1.5
8765,Appartements,À Louer,Ariana,Raoued,100.0,3.0,1.0,0.52
8279,Terrains et Fermes,À Vendre,Nabeul,Hammamet,,,,120.0
9526,Terrains et Fermes,À Vendre,La manouba,Menzel El Habib,,,,70.0
11986,Appartements,À Louer,Tunis,Sidi El Béchir,80.0,3.0,1.0,0.55
9509,Appartements,À Louer,Ariana,Raoued,98.0,2.0,1.0,0.55
870,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,187.0
3752,Locations de vacances,À Louer,Tunis,Autres villes,25.0,2.0,1.0,0.09
10096,Maisons et Villas,À Vendre,Tunis,Menzah,445.0,8.0,3.0,950.0
1559,Terrains et Fermes,À Vendre,Gabès,Ghanouch,,,,99999999.999
12332,Appartements,À Louer,Monastir,Monastir,71.0,2.0,1.0,0.3
2772,Maisons et Villas,À Vendre,Sfax,Thyna,419.0,4.0,1.0,185.0
7355,Maisons et Villas,À Louer,Monastir,Monastir,1250.0,5.0,5.0,6.0
3959,Appartements,À Vendre,Nabeul,Hammamet,100.0,2.0,3.0,200.0
6219,Appartements,À Louer,Ariana,Autres villes,90.0,1.0,1.0,0.09
10749,Locations de vacances,À Louer,Monastir,Autres villes,100.0,2.0,2.0,0.08
6105,Appartements,À Louer,Sousse,Akouda,95.0,2.0,1.0,0.55
10344,Terrains et Fermes,À Vendre,Ariana,Ghazela,,,,750.0
12687,Appartements,À Louer,Ariana,Borj Louzir,180.0,3.0,1.0,0.3
9150,Terrains et Fermes,À Vendre,Médenine,Djerba - Midoun,,,,280.0
11239,Terrains et Fermes,À Vendre,Ariana,Ariana,,,,156.0
3916,Appartements,À Vendre,Tunis,Tunis,83.0,2.0,1.0,120.0
7230,Terrains et Fermes,À Vendre,Bizerte,Autres villes,,,,250.0
9939,Maisons et Villas,À Louer,Mahdia,Mahdia,200.0,3.0,1.0,0.55
2201,Appartements,À Louer,Mahdia,Mahdia,150.0,3.0,1.0,0.5
5507,Terrains et Fermes,À Vendre,Tunis,Sidi Hassine,,,,30.0
1122,"Magasins, Commerces et Locaux industriels",À Louer,Sousse,Kantaoui,1600.0,8.0,3.0,12.0
1659,Appartements,À Vendre,Ariana,Chotrana,60.0,1.0,1.0,170.0
4218,Appartements,À Louer,Sousse,Hammam Sousse,110.0,2.0,1.0,0.65
5574,Appartements,À Vendre,Nabeul,Hammamet,110.0,2.0,1.0,70.0
3127,Appartements,À Louer,Ariana,Jardins D'el Menzah,115.0,3.0,2.0,0.83
6921,Maisons et Villas,À Louer,Sousse,Kantaoui,400.0,4.0,2.0,1.8
2599,Appartements,À Louer,Tunis,Le Bardo,80.0,3.0,1.0,0.55
11488,Maisons et Villas,À Vendre,Ariana,Autres villes,125.0,2.0,1.0,78.0
10427,Maisons et Villas,À Vendre,Tunis,L'aouina,260.0,4.0,3.0,570.0
7516,"Magasins, Commerces et Locaux industriels",À Louer,Monastir,Moknine,180.0,1.0,1.0,0.23
5599,Terrains et Fermes,À Vendre,Ariana,La Soukra,,,,332250.0
9167,Appartements,À Louer,Ariana,Autres villes,95.0,2.0,1.0,0.09
10791,Appartements,À Vendre,Sousse,Kantaoui,30.0,1.0,1.0,100.0
2928,Maisons et Villas,À Louer,Ben arous,El Mourouj,120.0,3.0,1.0,0.5
8678,Terrains et Fermes,À Vendre,Sidi bouzid,Autres villes,,,,68.0
9473,Terrains et Fermes,À Vendre,Bizerte,Ras Jebel,,,,245.0
3232,Appartements,À Vendre,Tunis,L'aouina,93.0,2.0,1.0,215.0
11916,Terrains et Fermes,À Vendre,Sousse,Hergla,,,,63.0
11503,"Magasins, Commerces et Locaux industriels",À Vendre,Sousse,Sousse,45.0,1.0,1.0,85.0
3868,Appartements,À Vendre,Sousse,Sousse Jawhara,170.0,3.0,1.0,220.0
11652,Appartements,À Vendre,Ariana,Ghazela,90.0,2.0,2.0,125.0
8576,Terrains et Fermes,À Vendre,Sousse,Akouda,,,,125.0
2115,Appartements,À Louer,Tunis,La Marsa,120.0,2.0,1.0,1.6
6062,Maisons et Villas,À Vendre,Gabès,Nouvelle Matmata,150.0,3.0,1.0,170.0
2278,Terrains et Fermes,À Vendre,Ariana,Autres villes,,,,995.0
5827,Maisons et Villas,À Vendre,Monastir,Jemmal,207.0,5.0,1.0,170.0
1791,Maisons et Villas,À Vendre,La manouba,Autres villes,74.0,2.0,1.0,105.0
9197,"Magasins, Commerces et Locaux industriels",À Louer,Sousse,Sahloul,35.0,1.0,1.0,0.6
4522,"Magasins, Commerces et Locaux industriels",À Louer,Bizerte,Bizerte Nord,40.0,1.0,0.0,0.85
12192,Appartements,À Louer,Nabeul,Hammamet,124.0,2.0,1.0,0.85
6023,Maisons et Villas,À Vendre,La manouba,Djedeida,258.0,3.0,1.0,180.0
878,Maisons et Villas,À Vendre,Ariana,Ennasr,277.0,4.0,2.0,580.0
4398,Appartements,À Louer,Sousse,Hammam Sousse,100.0,2.0,1.0,0.45
9754,Maisons et Villas,À Vendre,Sousse,Hergla,263.0,6.0,2.0,230.0
10462,Appartements,À Louer,Sfax,Route Soukra,115.0,4.0,1.0,0.38
437,Terrains et Fermes,À Vendre,La manouba,Djedeida,,,,70.0
9612,"Magasins, Commerces et Locaux industriels",À Louer,Ariana,Ghazela,50.0,1.0,1.0,1.5
8766,Appartements,À Louer,Tunis,Le Kram,68.0,1.0,1.0,0.12
4435,Appartements,À Louer,Ben arous,Ezzahra,120.0,3.0,1.0,0.68
5667,Maisons et Villas,À Vendre,Ariana,Sidi Thabet,1000.0,5.0,1.0,420.0
10838,Locations de vacances,À Louer,Jendouba,Tabarka,120.0,3.0,1.0,0.06
7092,Terrains et Fermes,À Vendre,La manouba,Douar Hicher,,,,700.0
1809,Bureaux et Plateaux,À Louer,Nabeul,Nabeul,150.0,5.0,2.0,2.0
10249,Terrains et Fermes,À Vendre,Monastir,Autres villes,,,,120.0
7111,"Magasins, Commerces et Locaux industriels",À Vendre,Tunis,Le Bardo,70.0,1.0,1.0,37.0
3339,Appartements,À Louer,Bizerte,Autres villes,120.0,3.0,1.0,0.75
3572,Terrains et Fermes,À Vendre,Bizerte,Ghar El Melh,,,,280.0
10466,Maisons et Villas,À Vendre,Béja,Béja Nord,127.0,7.0,3.0,220.0
7221,Appartements,À Vendre,Nabeul,Hammamet,75.0,2.0,1.0,130.0
10566,Maisons et Villas,À Vendre,Monastir,Monastir,400.0,6.0,2.0,650.0
1131,Appartements,À Louer,Ariana,La Soukra,120.0,2.0,2.0,0.7
9028,Appartements,À Vendre,Ben arous,Hammam Lif,130.0,3.0,2.0,199.0
2186,Terrains et Fermes,À Vendre,Sfax,Autres villes,,,,95.0
8041,Appartements,À Louer,Nabeul,Mrezga,120.0,2.0,2.0,0.8
10268,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,700.0
8935,Maisons et Villas,À Vendre,Bizerte,Autres villes,428.0,5.0,2.0,249.0
11998,Terrains et Fermes,À Vendre,Siliana,Rouhia,,,,150.0
9091,Maisons et Villas,À Vendre,Tunis,La Marsa,190.0,3.0,1.0,240.0
1374,Maisons et Villas,À Vendre,Sfax,Sfax Ville,110.0,4.0,2.0,120.0
5974,Appartements,À Louer,Tunis,Autres villes,70.0,1.0,1.0,0.3
5037,Maisons et Villas,À Vendre,La manouba,Oued Ellil,341.0,4.0,1.0,169.999
3182,Appartements,À Vendre,Bizerte,Bizerte,119.0,3.0,1.0,130.0
813,Maisons et Villas,À Vendre,Le kef,Kef Est,400.0,6.0,2.0,460.0
11252,Locations de vacances,À Louer,Ariana,Ariana Ville,55.0,2.0,1.0,0.07
120,Terrains et Fermes,À Vendre,Sousse,Akouda,,,,79.0
4641,Maisons et Villas,À Vendre,Sousse,Sahloul,600.0,5.0,3.0,900.0
9738,Terrains et Fermes,À Vendre,Gabès,El Hamma,,,,36.0
2635,Bureaux et Plateaux,À Louer,Tunis,Tunis,90.0,3.0,1.0,3.0
800,Terrains et Fermes,À Vendre,Sousse,Hergla,,,,200.0
1998,Terrains et Fermes,À Vendre,Tunis,Sidi Hassine,,,,130.0
5469,Locations de vacances,À Louer,Médenine,Autres villes,70.0,1.0,1.0,0.03
2710,Terrains et Fermes,À Vendre,Sousse,Sousse Jawhara,,,,377.0
11540,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,250.0
7352,Maisons et Villas,À Vendre,Monastir,Ksar Hellal,600.0,10.0,5.0,27550.157
8585,Appartements,À Louer,La manouba,La manouba,60.0,2.0,1.0,0.075
116,Terrains et Fermes,À Vendre,Sousse,Akouda,,,,160.0
4659,Appartements,À Louer,La manouba,La manouba,100.0,2.0,1.0,0.35
1006,Appartements,À Louer,Ariana,La Soukra,80.0,2.0,1.0,0.65
8377,Appartements,À Louer,Gabès,Gabès Médina,150.0,4.0,1.0,0.45
1024,Terrains et Fermes,À Vendre,Sfax,Autres villes,,,,75.0
1513,"Magasins, Commerces et Locaux industriels",À Louer,Mahdia,Mahdia,30.0,1.0,1.0,0.4
2998,Maisons et Villas,À Vendre,Nabeul,Hammamet,180.0,2.0,1.0,360.0
3282,Appartements,À Vendre,Sousse,Autres villes,100.0,3.0,1.0,360.0
1911,Locations de vacances,À Louer,Monastir,Monastir,45.0,1.0,1.0,0.04
3184,Maisons et Villas,À Vendre,La manouba,Autres villes,85.0,2.0,1.0,80.0
7640,Maisons et Villas,À Louer,Ariana,La Soukra,400.0,5.0,2.0,3.0
2296,Maisons et Villas,À Louer,Ariana,Ennasr,100.0,3.0,2.0,1.0
6092,Terrains et Fermes,À Vendre,Béja,Medjez el-Bab,,,,300.0
1470,Terrains et Fermes,À Vendre,Gabès,Gabès Sud,,,,35.0
11285,Maisons et Villas,À Vendre,Ariana,Autres villes,220.0,12.0,3.0,3000.0
12417,Terrains et Fermes,À Vendre,Sfax,Autres villes,,,,31.0
11466,Terrains et Fermes,À Vendre,Sousse,Hammam Sousse,,,,896.0
3952,Maisons et Villas,À Louer,Tunis,La Marsa,450.0,4.0,1.0,4.3
2047,Bureaux et Plateaux,À Louer,Tunis,La Marsa,178.0,4.0,2.0,3.8
8145,Appartements,À Vendre,Tunis,Autres villes,140.0,2.0,2.0,450.0
4422,"Magasins, Commerces et Locaux industriels",À Vendre,Ariana,Ariana,120.0,1.0,1.0,150.0
8508,Appartements,À Louer,Sousse,Hammam Sousse,55.0,1.0,1.0,0.4
3429,Maisons et Villas,À Vendre,Nabeul,Hammamet,130.0,2.0,1.0,80.0
12003,Maisons et Villas,À Louer,Tunis,Le Bardo,80.0,2.0,1.0,0.6
1891,Maisons et Villas,À Vendre,Ariana,Chotrana,400.0,4.0,2.0,630.0
10145,Appartements,À Louer,Sousse,Sousse Jawhara,70.0,1.0,1.0,0.75
9419,Appartements,À Louer,Ben arous,El Mourouj,120.0,3.0,1.0,0.5
12586,Appartements,À Vendre,Ariana,Autres villes,100.0,4.0,1.0,400.0
1276,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,140.0
2819,Terrains et Fermes,À Vendre,La manouba,Mornaguia,,,,250000.0
3031,Maisons et Villas,À Louer,Sousse,Sahloul,200.0,3.0,2.0,1.25
11608,Maisons et Villas,À Vendre,Ben arous,Autres villes,420.0,3.0,2.0,550.0
6048,Terrains et Fermes,À Vendre,Sousse,Hergla,,,,1440.0
1368,Terrains et Fermes,À Vendre,Sfax,Autres villes,,,,170.0
7552,Terrains et Fermes,À Vendre,Sousse,Zaouit-Ksibat Thrayett,,,,150.0
251,Appartements,À Vendre,Nabeul,Hammamet,124.0,1.0,1.0,300.0
4652,Maisons et Villas,À Vendre,Tunis,Carthage,240.0,3.0,3.0,390.0
8148,Appartements,À Louer,Tozeur,Tozeur,30.0,1.0,1.0,0.05
331,Maisons et Villas,À Vendre,Médenine,Djerba - Midoun,140.0,2.0,2.0,280.0
3573,Appartements,À Vendre,Ariana,Ennasr,150.0,3.0,1.0,320.0
11904,Maisons et Villas,À Vendre,Ben arous,Ben arous,470.0,8.0,5.0,600.0
5092,Appartements,À Louer,Ariana,Ariana Ville,60.0,1.0,1.0,0.5
1789,Locations de vacances,À Louer,Médenine,Djerba-Houmt Souk,75.0,1.0,1.0,0.05
7725,Terrains et Fermes,À Vendre,Sousse,Kantaoui,,,,300.0
3337,Maisons et Villas,À Louer,La manouba,Menzel El Habib,150.0,4.0,1.0,1.5
2271,Terrains et Fermes,À Vendre,La manouba,Borj El Amri,,,,50.0
3486,Terrains et Fermes,À Vendre,Bizerte,Bizerte,,,,1199.0
2190,Terrains et Fermes,À Vendre,Sfax,Sfax,,,,1100.0
12519,Terrains et Fermes,À Vendre,Nabeul,Hammamet,,,,32.0
5284,"Magasins, Commerces et Locaux industriels",À Louer,Tunis,L'aouina,20.0,1.0,1.0,1.2
5323,Maisons et Villas,À Vendre,La manouba,Tebourba,146.0,2.0,1.0,65000.0
3886,Bureaux et Plateaux,À Louer,Sousse,Sousse,70.0,3.0,1.0,0.8
9132,Locations de vacances,À Louer,Sousse,Kantaoui,77.0,1.0,1.0,0.07
4285,Maisons et Villas,À Vendre,Kairouan,Kairouan,500.0,4.0,2.0,680.0
11199,Appartements,À Louer,Tunis,Le Kram,73.0,1.0,1.0,0.16
6123,Terrains et Fermes,À Vendre,Zaghouan,Zaghouan,,,,17.0
1347,Maisons et Villas,À Louer,Bizerte,Bizerte Nord,80.0,2.0,1.0,0.45
3619,Maisons et Villas,À Louer,Mahdia,Mahdia,430.0,2.0,1.0,0.18
9268,Appartements,À Louer,Sousse,Sahloul,100.0,3.0,2.0,0.9
6583,"Magasins, Commerces et Locaux industriels",À Louer,Tunis,La Marsa,500.0,1.0,1.0,6.0
5023,Maisons et Villas,À Vendre,Tunis,La Marsa,500.0,5.0,2.0,850.0
2758,Appartements,À Vendre,Sousse,Sahloul,100.0,2.0,2.0,145.0
4922,Terrains et Fermes,À Vendre,Sousse,Kantaoui,,,,350.0
5655,Maisons et Villas,À Louer,Tozeur,Tozeur,600.0,4.0,1.0,0.25
9988,Appartements,À Louer,Tunis,La Marsa,65.0,1.0,1.0,2.0
209,Terrains et Fermes,À Vendre,Bizerte,Ras Jebel,,,,950.0
822,Appartements,À Vendre,Nabeul,Nabeul,67.0,2.0,1.0,164.15
5902,Appartements,À Louer,Monastir,Monastir,80.0,2.0,1.0,0.8
12434,Appartements,À Louer,Sousse,Hammam Sousse,110.0,2.0,1.0,0.6
10300,Appartements,À Louer,Sousse,Hammam Sousse,50.0,1.0,1.0,0.42
1082,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,25.0
2266,Appartements,À Louer,Sousse,Zaouit-Ksibat Thrayett,55.0,1.0,1.0,0.2
9463,"Magasins, Commerces et Locaux industriels",À Louer,Tunis,Autres villes,30.0,1.0,1.0,2.4
12221,Terrains et Fermes,À Vendre,Ben arous,Hammam Chott,,,,149.0
11590,Appartements,À Vendre,Ben arous,Ezzahra,160.0,4.0,2.0,350.0
6080,Bureaux et Plateaux,À Louer,Ariana,Autres villes,150.0,1.0,1.0,1.0
732,Terrains et Fermes,À Vendre,Mahdia,Mahdia,,,,56794.222
5766,Appartements,À Vendre,Ariana,La Soukra,143.0,3.0,2.0,360.0
1722,Terrains et Fermes,À Vendre,Sousse,Hammam Sousse,,,,203.0
6487,Maisons et Villas,À Vendre,Sfax,Route el Ain,350.0,5.0,2.0,300.0
10020,Maisons et Villas,À Vendre,Ariana,Ennasr,226.0,3.0,2.0,550.0
11114,Bureaux et Plateaux,À Louer,Tunis,La Marsa,250.0,6.0,4.0,4.8
4468,Appartements,À Louer,Tunis,Carthage,120.0,2.0,2.0,1.3
11406,Maisons et Villas,À Louer,Tunis,El Omrane supérieur,100.0,2.0,1.0,0.55
2389,Appartements,À Vendre,Sousse,Sousse Riadh,104.0,2.0,1.0,212.0
4119,Terrains et Fermes,À Vendre,Le kef,El Ksour,,,,200.0
10499,Appartements,À Louer,Monastir,Monastir,500.0,2.0,1.0,0.5
4713,Terrains et Fermes,À Vendre,Ben arous,Fouchana,,,,65.0
6146,Terrains et Fermes,À Vendre,Sousse,Autres villes,,,,17.0
9968,Appartements,À Vendre,Sousse,Akouda,70.0,2.0,1.0,155.0
10302,Maisons et Villas,À Vendre,Sousse,Sousse Jawhara,494.0,2.0,2.0,455.0
4349,Terrains et Fermes,À Vendre,Tunis,Autres villes,,,,800.0
10384,Maisons et Villas,À Vendre,Ariana,Ghazela,120.0,3.0,1.0,400.0
12146,Appartements,À Louer,Sousse,Sahloul,130.0,4.0,1.0,1.0
11079,Maisons et Villas,À Vendre,Ariana,Ghazela,340.0,3.0,1.0,460.0
1043,Appartements,À Louer,Tunis,Centre Ville - Lafayette,75.0,2.0,1.0,0.08
6800,Terrains et Fermes,À Vendre,Jendouba,Autres villes,,,,60.0
9936,Terrains et Fermes,À Vendre,Gafsa,Autres villes,,,,500.0
5052,Locations de vacances,À Louer,La manouba,La manouba,100.0,3.0,1.0,0.075
5154,Appartements,À Louer,Tunis,L'aouina,100.0,2.0,1.0,0.9
7821,Maisons et Villas,À Louer,Tunis,La Marsa,500.0,4.0,3.0,7.5
9827,Terrains et Fermes,À Vendre,Ariana,La Soukra,,,,600.0
3811,Maisons et Villas,À Vendre,Ariana,Ennasr,206.0,3.0,3.0,550.0
3362,Maisons et Villas,À Vendre,Ben arous,Ezzahra,280.0,3.0,2.0,380.0
10483,Appartements,À Louer,Ben arous,Radès,120.0,4.0,2.0,0.9
1752,Terrains et Fermes,À Vendre,Gabès,Autres villes,,,,80.0
8906,Terrains et Fermes,À Vendre,Sousse,Kantaoui,,,,896.0
11355,Terrains et Fermes,À Vendre,La manouba,La manouba,,,,250.0
7235,Appartements,À Louer,Sousse,Sahloul,130.0,3.0,1.0,0.85
1439,Locations de vacances,À Louer,Ariana,Autres villes,100.0,2.0,1.0,0.06
7781,"Magasins, Commerces et Locaux industriels",À Louer,Tunis,Centre Ville - Lafayette,25.0,1.0,1.0,0.48
11788,Terrains et Fermes,À Vendre,Kairouan,Kairouan Sud,,,,120.0
2241,Appartements,À Louer,Tunis,Agba,95.0,3.0,1.0,0.42
12253,Appartements,À Louer,Ben arous,El Mourouj,100.0,2.0,1.0,0.08
4768,Appartements,À Vendre,Sousse,Sousse Sidi Abdelhamid,100.0,4.0,2.0,110.0
9290,Terrains et Fermes,À Vendre,Sousse,Autres villes,,,,60000.0
2164,Maisons et Villas,À Vendre,La manouba,Oued Ellil,275.0,3.0,2.0,147.0
912,Appartements,À Louer,Sousse,Hammam Sousse,110.0,2.0,1.0,1.1
4115,Appartements,À Vendre,Ariana,La Soukra,76.0,3.0,1.0,115.0
2595,Terrains et Fermes,À Vendre,Sfax,Route Menzel Chaker,,,,120.0
6997,Terrains et Fermes,À Vendre,Zaghouan,Autres villes,,,,35.0
6022,Terrains et Fermes,À Vendre,Sousse,Zaouit-Ksibat Thrayett,,,,160.0
10727,Appartements,À Vendre,Kairouan,Autres villes,90.0,3.0,1.0,47.0
3633,Terrains et Fermes,À Vendre,Nabeul,Autres villes,,,,15.0
458,Appartements,À Louer,Ariana,La Soukra,110.0,2.0,1.0,1.4
10777,Maisons et Villas,À Vendre,Ben arous,El Mourouj,230.0,6.0,3.0,220.0
4651,Maisons et Villas,À Vendre,Sfax,Sakiet Eddaïer,466.0,4.0,1.0,110.0
2230,Terrains et Fermes,À Vendre,Ben arous,Autres villes,,,,58279.438
5989,Appartements,À Louer,Sousse,Kantaoui,100.0,2.0,1.0,0.8
8283,Bureaux et Plateaux,À Louer,Ben arous,Ezzahra,80.0,4.0,1.0,0.85
4709,Appartements,À Louer,Tunis,Centre Ville - Lafayette,70.0,3.0,1.0,0.6
3319,Bureaux et Plateaux,À Louer,Ben arous,Ezzahra,67.0,2.0,1.0,0.7
2731,Maisons et Villas,À Vendre,Nabeul,Nabeul,330.0,1.0,1.0,400.0
5029,Appartements,À Louer,Sousse,Sahloul,150.0,3.0,2.0,0.7
10222,Maisons et Villas,À Vendre,Ariana,Ghazela,320.0,4.0,2.0,265.0
1203,Appartements,À Louer,Monastir,Monastir,100.0,2.0,1.0,0.37
1996,Appartements,À Louer,Sousse,Sousse Jawhara,120.0,2.0,1.0,0.85
5541,Appartements,À Vendre,Sousse,Hammam Sousse,120.0,2.0,1.0,220.0
7852,Terrains et Fermes,À Vendre,La manouba,Manouba Ville,,,,99.15
7650,Maisons et Villas,À Vendre,Nabeul,Menzel Temime,216.0,3.0,1.0,130.0
10507,Appartements,À Vendre,Sousse,Autres villes,80.0,2.0,1.0,85.0
93,Maisons et Villas,À Vendre,Mahdia,Mahdia,500.0,9.0,5.0,800.0
4432,Appartements,À Louer,Ben arous,Hammam Chott,90.0,2.0,1.0,0.45
9525,Terrains et Fermes,À Vendre,Ariana,Jardins D'el Menzah,,,,750.0
8913,Bureaux et Plateaux,À Louer,Sousse,Autres villes,55.0,1.0,1.0,0.65
6978,Appartements,À Vendre,Ben arous,Radès,67.0,2.0,1.0,120.0
573,Appartements,À Louer,Ariana,Borj Louzir,50.0,1.0,1.0,0.3
1365,Maisons et Villas,À Vendre,Siliana,Makthar,135.0,3.0,1.0,165.0
106,Maisons et Villas,À Vendre,La manouba,Oued Ellil,200.0,4.0,2.0,90.0
9961,Appartements,À Vendre,Ben arous,Medina Jedida,115.0,3.0,1.0,137.0
4156,Terrains et Fermes,À Vendre,Ariana,Sidi Thabet,,,,37.62
8203,Appartements,À Vendre,Sousse,Autres villes,200.0,3.0,1.0,150.0
842,Appartements,À Vendre,Sfax,Route el Afrane,100.0,3.0,2.0,100.0
1700,Terrains et Fermes,À Vendre,Sousse,Autres villes,,,,220.0
5263,Maisons et Villas,À Vendre,Médenine,Djerba-Houmt Souk,250.0,3.0,3.0,385.0
8192,Terrains et Fermes,À Vendre,Ben arous,Radès,,,,3000.0
7779,Terrains et Fermes,À Vendre,Le kef,Dahmani,,,,30.0
9675,Bureaux et Plateaux,À Louer,Tunis,Centre Ville - Lafayette,95.0,4.0,1.0,1.2
12303,Terrains et Fermes,À Vendre,Nabeul,El Haouaria,,,,39.0
273,Appartements,À Vendre,Tunis,L'aouina,222.0,3.0,2.0,420.0
10837,Appartements,À Vendre,Sousse,Akouda,115.0,2.0,2.0,300.0
10721,Appartements,À Louer,Tunis,Autres villes,85.0,2.0,1.0,0.42
4019,Appartements,À Louer,Sousse,Sahloul,140.0,3.0,2.0,0.73
7536,Maisons et Villas,À Vendre,Jendouba,Autres villes,270.0,4.0,1.0,75.0
9122,Appartements,À Louer,Tunis,Autres villes,114.0,2.0,1.0,0.8
8595,Maisons et Villas,À Vendre,Ben arous,Mohamedia,100.0,3.0,1.0,120.0
5688,Maisons et Villas,À Louer,Sousse,Sousse Riadh,120.0,3.0,1.0,0.39
11356,Appartements,À Louer,Ariana,La Soukra,80.0,1.0,1.0,1.2
9859,Appartements,À Vendre,La manouba,Douar Hicher,102.0,4.0,2.0,110.0
8708,Terrains et Fermes,À Vendre,Médenine,Djerba - Midoun,,,,75.0
7509,Terrains et Fermes,À Vendre,Médenine,Autres villes,,,,11111111.111
7922,Appartements,À Louer,Sousse,Hammam Sousse,100.0,2.0,1.0,1.2
618,Appartements,À Vendre,Ben arous,El Mourouj,80.0,2.0,1.0,134.5
1235,Appartements,À Vendre,Tunis,Menzah,115.0,4.0,1.0,250.0
4843,Appartements,À Louer,Monastir,Monastir,105.0,3.0,1.0,0.04
7846,Terrains et Fermes,À Vendre,Ariana,Ariana Ville,,,,90.0
4810,Maisons et Villas,À Vendre,Tunis,Autres villes,800.0,4.0,1.0,300.0
10654,"Magasins, Commerces et Locaux industriels",À Louer,Tunis,La Marsa,50.0,2.0,1.0,25.0
8932,Terrains et Fermes,À Vendre,Ariana,Mnihla,,,,85.0
12349,Locations de vacances,À Louer,Sousse,Hergla,125.0,2.0,1.0,0.07
4501,Terrains et Fermes,À Vendre,Ben arous,Autres villes,,,,22.0
6801,Maisons et Villas,À Vendre,Ariana,Autres villes,130.0,4.0,2.0,125.0
12071,Maisons et Villas,À Vendre,Nabeul,Korba,300.0,9.0,1.0,1600.0
8689,Terrains et Fermes,À Vendre,Sousse,Sousse,,,,50.0
9505,Appartements,À Louer,Ariana,Jardins D'el Menzah,75.0,2.0,1.0,0.85
194,Appartements,À Louer,Sousse,Hammam Sousse,110.0,2.0,1.0,0.7
8180,Terrains et Fermes,À Vendre,Ariana,Borj Louzir,,,,550.0
3481,Maisons et Villas,À Vendre,Ariana,Autres villes,140.0,3.0,3.0,500000.0
3019,"Magasins, Commerces et Locaux industriels",À Louer,Ariana,Ariana,600.0,1.0,8.0,5.0
10328,Terrains et Fermes,À Vendre,Médenine,Autres villes,,,,50.0
8104,Bureaux et Plateaux,À Louer,Tunis,Tunis,35.0,3.0,1.0,0.55
12615,Appartements,À Louer,Ariana,Ghazela,80.0,2.0,1.0,0.4
8675,Maisons et Villas,À Vendre,Béja,Autres villes,398.0,4.0,1.0,260.0
5294,Maisons et Villas,À Vendre,Zaghouan,Zaghouan,220.0,3.0,1.0,220.0
3471,"Magasins, Commerces et Locaux industriels",À Vendre,Ben arous,Mégrine,60.0,1.0,1.0,20.0
7275,Bureaux et Plateaux,À Louer,Ariana,La Soukra,100.0,2.0,1.0,0.72
2587,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,150.0
5089,Bureaux et Plateaux,À Louer,Tunis,Carthage,80.0,2.0,2.0,0.3
2069,Appartements,À Vendre,Ben arous,Hammam Lif,90.0,2.0,1.0,125.0
11288,Appartements,À Louer,Sousse,Hammam Sousse,150.0,3.0,2.0,1.3
12505,Maisons et Villas,À Louer,Sousse,Kantaoui,600.0,3.0,2.0,1.6
9158,Maisons et Villas,À Vendre,Ben arous,Medina Jedida,170.0,4.0,2.0,390.0
3580,Terrains et Fermes,À Vendre,Sousse,Kalaâ Kebira,,,,60.0
4579,Maisons et Villas,À Louer,Ben arous,Mohamedia,100.0,2.0,1.0,0.25
4140,Appartements,À Vendre,Ariana,La Soukra,370.0,4.0,3.0,1100.0
1709,Appartements,À Vendre,Tunis,Tunis,300.0,4.0,2.0,650.0
5771,Terrains et Fermes,À Vendre,Ariana,La Soukra,,,,750.0
9202,Terrains et Fermes,À Vendre,Tozeur,Tozeur,,,,1199.0
6497,Terrains et Fermes,À Vendre,Monastir,Autres villes,,,,45.0
4508,Terrains et Fermes,À Vendre,Ariana,Raoued,,,,160.0
940,Maisons et Villas,À Louer,Monastir,Monastir,200.0,4.0,2.0,0.65
11878,Maisons et Villas,À Vendre,Ariana,Ariana,177.0,3.0,2.0,240.0
5577,Terrains et Fermes,À Vendre,Ben arous,Medina Jedida,,,,140.0
6512,Maisons et Villas,À Vendre,Sousse,Kantaoui,140.0,3.0,1.0,185.0
8764,Maisons et Villas,À Vendre,Ben arous,Radès,200.0,2.0,1.0,240.0
10050,Maisons et Villas,À Vendre,Monastir,Autres villes,365.0,7.0,1.0,150.0
2020,Terrains et Fermes,À Vendre,Gabès,Autres villes,,,,25.0
9881,"Magasins, Commerces et Locaux industriels",À Louer,Ariana,Autres villes,170.0,3.0,1.0,3.0
7426,Appartements,À Louer,Monastir,Autres villes,50.0,1.0,1.0,0.3
11943,Maisons et Villas,À Vendre,Sousse,Sousse,211.0,3.0,1.0,260.0
9602,Appartements,À Louer,Sousse,Kantaoui,100.0,2.0,1.0,1.4
2697,Appartements,À Louer,La manouba,Denden,70.0,2.0,1.0,0.38
3673,Maisons et Villas,À Vendre,Médenine,Djerba-Houmt Souk,148.0,3.0,1.0,300.0
